Country Code;Country Label;City;Location;Coordinates;Pollutant;Value;Unit;Last Updated;Source Name
;;;;31.986704769067273,34.948397863823345;;4.356333336730798;;2026-01-19T09:00:00Z;
;;;;14.3262901,-87.6836855;;0.21133333543936414;;2026-01-19T09:00:00Z;
;;;;45.454722,-123.82;;7.8;;2026-01-13T06:00:00Z;
;;;;17.074733,103.981793;;26.861333370208744;;2026-01-19T09:00:00Z;
;;;;28.262683,83.979606;;50.86050033569335;;2026-01-19T09:00:00Z;
;;;;37.956948,-119.120958;;1.0;;2017-11-13T22:00:00Z;
;;;;50.02485599980155,22.047937000160115;;-1.0;;2024-12-19T10:00:00Z;
;;;;33.8836256,35.5575676;;21.091277731789486;;2026-01-19T09:00:00Z;
;;;;47.91923642042084,106.90075540051056;;9.519166662295659;;2026-01-19T09:00:00Z;
;;;;12.9044,77.5649;;59.27909074263139;;2026-01-06T12:00:00Z;
;;;;28.658398,77.3780531;;161.8858334859212;;2026-01-19T09:00:00Z;
;;;;32.043949,34.775924;;26.29166666666666;;2026-01-19T09:00:00Z;
;;;;47.57460206213246,-122.31272398024444;;23.955333328247068;;2026-01-19T09:00:00Z;
;;;;46.342517,14.172078;;16.467113094670434;;2025-12-21T13:00:00Z;
;;;;47.1303,-119.2737;;9.0;;2026-01-19T08:00:00Z;
;;;;47.231182,-117.369134;;8.8;;2026-01-19T08:00:00Z;
;;;;46.724583,-117.180379;;4.2;;2025-11-04T21:00:00Z;
;;;;46.724583,-117.180379;;5.2;;2026-01-19T08:00:00Z;
;;;;47.69983,-117.42631;;6.4;;2026-01-19T08:00:00Z;
;;;;50.66911239847416,-1.1494523022488274;;0.3136000001430511;;2025-11-05T14:00:00Z;
;;;;50.73458,4.341848;;1326.0;;2026-01-18T13:00:00Z;
;;;;44.033365,-116.9697;;8.5;;2026-01-19T08:00:00Z;
;;;;1.3521,103.8198;;23.280654765310743;;2026-01-19T09:00:00Z;
;;;;35.64988,128.70615999999998;;27.0;;2026-01-19T08:00:00Z;
;;;;37.08769999999999,79.92399999999999;;4.0;;2021-08-09T11:00:00Z;
;;;;40.7375,-73.8244;;7.5;;2026-01-19T08:00:00Z;
;;;;36.229272,126.08079099999999;;11.0;;2026-01-19T08:00:00Z;
;;;;37.50268499999999,127.092385;;9999.0;;2026-01-19T08:00:00Z;
;;;;37.70805000000001,126.28134999999999;;7.0;;2026-01-19T08:00:00Z;
;;;;44.308514,8.478793;;40.265374946594235;;2026-01-19T09:00:00Z;
;;;;14.5817975,-87.7251773;;2.78900000055631;;2025-12-05T21:00:00Z;
;;;;14.3222632,-87.6149791;;0.06933333426713943;;2026-01-19T09:00:00Z;
;;;;14.4841296,-87.6698199;;5.013666659593583;;2025-12-11T22:00:00Z;
;;;;26.24992,-80.16282;;8.2;;2026-01-18T12:00:00Z;
;;;;27.43358,85.03828;;58.39700012207032;;2026-01-06T10:00:00Z;
;;;;27.7093728,85.2808987;;51.56658337910971;;2026-01-19T09:00:00Z;
;;;;23.833778,80.39122199999998;;31.0;;2020-01-07T09:15:00Z;
;;;;;;30.0;;2021-03-04T10:08:11Z;
;;;;27.7560283,85.3268462;;49.14983342488607;;2026-01-19T08:00:00Z;
;;;;27.661062,85.347716;;80.88316675821942;;2025-11-26T04:00:00Z;
;;;;49.24566111887098,16.569666293782568;;31.043583313624065;;2026-01-06T21:00:00Z;
;;;;27.6724803,85.3617649;;56.471333821614586;;2026-01-16T11:00:00Z;
;;;;-41.25561,172.99047;;0.0;;2026-01-19T09:00:00Z;
;;;;52.669481,13.266531;;49.496500396728514;;2026-01-19T09:00:00Z;
;;;;37.29416345701848,-120.32484321032958;;41.25683339436849;;2025-11-27T18:00:00Z;
;;;;45.5034,-122.6021;;0.0;;2026-01-19T09:00:00Z;
;;;;27.433705860280902,85.0384578294754;;38.218181436712094;;2026-01-19T09:00:00Z;
;;;;27.671069,85.338037;;51.87075004577637;;2026-01-14T08:00:00Z;
;;;;14.1536365,-88.0346077;;1.878000002851089;;2026-01-19T09:00:00Z;
;;;;13.708488,100.583747;;35.9;;2026-01-19T09:00:00Z;
;;;;31.49718608460766,73.27105128650696;;126.49491691589355;;2026-01-19T09:00:00Z;
;;;;-32.741815962175,-71.480882901344;;35.0;;2026-01-19T06:00:00Z;
;;;;31.38939081099395,73.02624342698606;;227.71149978637695;;2026-01-19T09:00:00Z;
;;;;27.7376474,85.319391;;40.22266642252604;;2026-01-19T09:00:00Z;
;;;;46.52231524512759,24.52535532343524;;137.00533345540364;;2026-01-19T09:00:00Z;
;;;;27.0264126,84.852162;;97.81916681925456;;2026-01-19T09:00:00Z;
;;;;31.590673998023338,73.1725861767131;;161.89437465667726;;2026-01-19T09:00:00Z;
;;;;-38.3043137,146.414932;;2.55;;2026-01-19T08:00:00Z;
;;;;;;16.8;;2022-06-15T22:03:47Z;
;;;;42.662161,21.150605;;19.0;;2016-11-09T16:00:00Z;
;;;;46.5224405252689,24.525385669165566;;132.62833302815756;;2026-01-19T09:00:00Z;
;;;;40.11529,-74.99098;;11.33;;2026-01-19T09:05:12Z;
;;;;40.07533,-75.08347;;10.67;;2026-01-19T09:05:44Z;
;;;;40.09379,-75.05193;;12.69;;2026-01-19T08:55:31Z;
;;;;39.98404,-75.26112;;10.65;;2026-01-19T08:55:01Z;
;;;;40.03791,-75.14507;;10.13;;2026-01-19T08:57:20Z;
;;;;39.91994,-75.2226;;13.86;;2026-01-19T09:02:08Z;
;;;;40.05475,-75.19476;;12.51;;2025-11-21T14:54:47Z;
;;;;40.09958,-74.99601;;12.64;;2026-01-19T08:58:27Z;
;;;;39.99607,-75.2373;;10.17;;2026-01-19T09:02:14Z;
;;;;40.10256,-74.9693;;9.83;;2026-01-19T08:55:02Z;
;;;;40.07905,-74.97823;;11.88;;2026-01-19T08:52:39Z;
;;;;35.6692181,-81.3162096;;22.08566678365072;;2026-01-19T09:00:00Z;
;;;;20.9933,105.9441;;51.26433308919271;;2026-01-19T09:00:00Z;
;;;;64.15335400017766,-21.885998000335935;;1.82;;2026-01-19T08:00:00Z;
;;;;-25.580525,27.148367;;14.943;;2024-03-12T07:00:00Z;
;;;;-33.840443,151.204472;;0.0;;2026-01-12T10:00:00Z;
;;;;19.8797826,102.1402362;;13.478174546408276;;2025-11-08T10:00:00Z;
;;;;50.739749,4.341582;;38.29999923706055;;2026-01-19T07:00:00Z;
;;;;40.66976,-75.4032;;4.022666676839193;;2026-01-19T09:00:00Z;
;;;;41.16539,-8.6331;;40.824666849772136;;2026-01-19T09:00:00Z;
;;;;48.4684748,-123.3325034;;13.163833332061769;;2026-01-19T09:00:00Z;
;;;;38.5687135,-121.7613829;;0.013833333055178323;;2025-11-11T10:00:00Z;
;;;;23.0478,113.1083;;12.0;;2021-08-09T11:00:00Z;
;;;;30.1358,-81.6339;;3.4;;2026-01-19T08:00:00Z;
;;;;19.92212,102.18736;;24.341666730244953;;2026-01-19T09:00:00Z;
;;;;28.40240847053802,77.08477464826682;;148.28283360799156;;2026-01-19T09:00:00Z;
;;;;34.1199,35.6544;;7.56727777057224;;2026-01-19T09:00:00Z;
;;;;34.1455,35.6467;;9.747833315531414;;2026-01-19T09:00:00Z;
;;;;48.9922,3.056;;36.5438336690267;;2026-01-19T09:00:00Z;
;;;;31.522056,74.314944;;311.68133273654513;;2026-01-19T04:00:00Z;
;;;;35.551868,-80.395039;;16.0;;2026-01-19T08:00:00Z;
;;;;27.303300000000004,111.52390000000001;;24.0;;2021-08-09T11:00:00Z;
;;;;12.569595412825587,-16.276432529712405;;22.949999809265137;;2026-01-19T09:00:00Z;
;;;;14.791343,-16.924869;;921.9000244140625;;2026-01-18T18:00:00Z;
;;;;12.562843117296213,-16.27679601700961;;33.12500007947286;;2026-01-19T09:00:00Z;
;;;;12.564168271741872,-16.286785552377467;;22.141666730244953;;2026-01-19T09:00:00Z;
;;;;12.583532950330163,-16.272830341418928;;6.0625;;2026-01-08T16:00:00Z;
;;;;48.216738999711964,16.38091800012245;;-1.0;;2026-01-19T07:00:00Z;
;;;;28.2068,76.7997;;212.2;;2022-10-31T01:45:00Z;
;;;;14.796931104490659,-16.92713209381339;;1.7083333215365808;;2026-01-19T09:00:00Z;
;;;;12.81012056902773,-16.22616471443796;;18.737499833106995;;2026-01-19T09:00:00Z;
;;;;41.947181,-88.403574;;0.0;;2026-01-19T09:00:00Z;
;;;;51.950343,5.228575;;48.00849990844727;;2026-01-19T09:00:00Z;
;;;;39.250278,-120.958333;;1.3337500020861626;;2025-12-13T21:00:00Z;
;;;;6.3664,-10.792;;17.799999713897705;;2025-11-11T14:00:00Z;
;;;;59.334245,16.438322;;16.141499996185303;;2026-01-19T09:00:00Z;
;;;;-25.996484998840593,27.926788437058242;;0.005500000218550364;;2026-01-07T10:00:00Z;
;;;;50.0991797,8.6413522;;3.7890000025431316;;2025-11-12T16:00:00Z;
;;;;45.43881075671917,6.0306366353494365;;66.76399993896483;;2026-01-19T09:00:00Z;
;;;;46.27364,-119.10236;;11.85;;2026-01-19T09:00:30Z;
;;;;44.05092,-121.30331;;14.43;;2026-01-19T09:00:38Z;
;;;;42.19171,-121.76511;;8.2;;2026-01-19T09:02:33Z;
;;;;48.55451,-109.6668;;4.77;;2026-01-19T08:59:37Z;
;;;;46.8822,-114.00468;;8.45;;2026-01-19T08:54:22Z;
;;;;45.67511,-108.74285;;10.7;;2026-01-19T08:49:36Z;
;;;;-20.27118584110331,-40.28867488581469;;1.3771825374828441;;2026-01-19T09:00:00Z;
;;;;39.05530199999999,-76.878304;;8.0;;2026-01-19T08:00:00Z;
;;;;37.34438,-77.25925;;6.9;;2026-01-19T08:00:00Z;
;;;;48.949113,9.099079;;43.62750015258789;;2026-01-19T09:00:00Z;
;;;;-20.271173260693967,-40.28868896741132;;1.2541666615547404;;2026-01-19T09:00:00Z;
;;;;52.607037,-1.6793;;23.405166721344;;2025-11-12T21:00:00Z;
;;;;34.295891956876346,-86.18723865547273;;2.4583333261311053;;2025-12-18T23:00:00Z;
;;;;42.78479,-71.10702;;4.5;;2025-12-03T14:00:00Z;
;;;;55.941800429173576,-4.042469607603411;;2.5721666673819223;;2026-01-19T09:00:00Z;
;;;;59.29469611351414,17.98027842056129;;30.116333357493087;;2026-01-19T09:00:00Z;
;;;;42.44472,-70.988889;;6.4;;2026-01-19T08:00:00Z;
;;;;51.513847178423,-0.077765681752;;8.0;;2023-06-30T03:00:00Z;
;;;;32.80562,-90.92758;;2.36;;2026-01-19T09:01:43Z;
;;;;32.80421,-90.92343;;28.98;;2026-01-14T10:22:41Z;
;;;;32.80932,-90.92229;;3.1;;2026-01-19T09:06:42Z;
;;;;32.80833,-90.92263;;6.14;;2026-01-19T09:04:48Z;
;;;;47.8316391451609,-122.1067758542036;;3.8699404834991413;;2026-01-19T09:00:00Z;
;;;;27.696521,85.369882;;36.75962147568212;;2026-01-19T09:00:00Z;
;;;;38.88136684156813,-94.77096553943787;;0.013833333055178323;;2026-01-19T09:00:00Z;
;;;;52.896,5.6522;;51.27866694132487;;2026-01-19T09:00:00Z;
;;;;36.761021538836935,-119.8043246893654;;5.509523765246073;;2025-11-11T19:00:00Z;
;;;;25.0441,101.5482;;9.0;;2021-08-09T11:00:00Z;
;;;;25.258481,55.309165;;20.0;;2026-01-19T08:00:00Z;
;;;;52.3517,10.4334;;14.533666674296063;;2026-01-19T09:00:00Z;
;;;;50.383216999965896,8.060997999590397;;15.8435;;2026-01-19T05:00:00Z;
;;;;32.039414,34.85696;;10.76716667811076;;2026-01-19T09:00:00Z;
;;;;52.094765,5.134543;;43.263541475931795;;2026-01-19T09:00:00Z;
;;;;34.14672584561184,-117.77111819329096;;0.0;;2026-01-19T09:00:00Z;
;;;;19.280416666667005,-99.54166666666698;;12.0;;2023-10-10T22:00:00Z;
;;;;45.6077,122.79110000000001;;22.0;;2021-08-09T11:00:00Z;
;;;;43.030402351700275,-89.48115406743091;;0.0;;2026-01-19T09:00:00Z;
;;;;39.34223,-106.33299;;43.28116642634074;;2026-01-19T09:00:00Z;
;;;;33.90752,73.392349;;48.68116636276245;;2026-01-19T09:00:00Z;
;;;;33.902,35.5956;;15.221000003814696;;2026-01-19T09:00:00Z;
;;;;37.544639,127.09570600000002;;9999.0;;2026-01-19T08:00:00Z;
;;;;23.0202,113.75329999999998;;11.0;;2021-08-09T11:00:00Z;
;;;;6.10941,-0.30206;;27.27;;2026-01-19T08:57:00Z;
;;;;-1.96033,30.06078;;59.88;;2026-01-19T09:02:11Z;
;;;;50.87617900021641,6.8738180003086775;;15.967;;2026-01-19T05:00:00Z;
;;;;28.47253,-16.24736;;3.57;;2026-01-19T08:51:42Z;
;;;;-1.93253,30.08001;;56.18;;2026-01-19T08:50:45Z;
;;;;33.958973,73.456665;;60.05849990844728;;2026-01-19T09:00:00Z;
;;;;55.86362036569457,9.417164329362327;;54.46949996948243;;2026-01-19T09:00:00Z;
;;;;51.27273,9.535647;;34.39150012334188;;2026-01-19T09:00:00Z;
;;;;13.682404,100.613816;;46.49166666666667;;2026-01-19T09:00:00Z;
;;;;33.852583,73.3205;;49.23798660702175;;2026-01-19T09:00:00Z;
;;;;44.63786936232863,10.921572272116816;;33.22216660181681;;2026-01-19T09:00:00Z;
;;;;42.5823,43.4374;;22.569333267211913;;2026-01-19T09:00:00Z;
;;;;48.032324,11.531381;;28.274833329518632;;2026-01-19T09:00:00Z;
;;;;33.798424,73.519508;;50.743833669026685;;2026-01-19T09:00:00Z;
;;;;6.31957,3.23966;;295.3914976119995;;2025-12-05T09:00:00Z;
;;;;32.534832,35.85938;;3.2499999867545233;;2026-01-18T06:00:00Z;
;;;;33.747711,73.407402;;39.75833333333334;;2026-01-18T09:00:00Z;
;;;;34.1781,117.1694;;24.0;;2021-08-09T11:00:00Z;
;;;;42.24286,-96.47593;;3.9;;2026-01-19T08:00:00Z;
;;;;28.563262,77.186937;;201.0;;2018-02-21T21:15:00Z;
;;;;28.802625,78.753728;;72.54;;2022-10-31T02:00:00Z;
;;;;18.1283666,100.16243330000002;;25.9;;2026-01-19T08:00:00Z;
;;;;31.1733,120.62400000000001;;26.0;;2021-08-09T11:00:00Z;
;;;;51.7537,-0.3142;;0.027833332618077595;;2025-11-15T18:00:00Z;
;;;;-27.522253,153.060778;;0.0;;2026-01-19T09:00:00Z;
;;;;42.0789586,-87.6947094;;7.625333340962729;;2026-01-19T09:00:00Z;
;;;;;;31.0;;2021-10-11T13:50:42Z;
;;;;58.37816563482671,26.728765461572515;;16.991833400726318;;2025-12-02T10:00:00Z;
;;;;38.46882181287232,-90.39019167420668;;0.0;;2026-01-17T20:00:00Z;
;;;;51.16047,4.11674;;48.16766611735026;;2026-01-19T09:00:00Z;
;;;;37.29166,-121.82959;;4.45;;2025-12-25T14:26:34Z;
;;;;27.682109,85.354791;;39.610833485921226;;2026-01-19T09:00:00Z;
;;;;51.3336,5.97526;;44.5418332417806;;2026-01-19T09:00:00Z;
;;;;52.0725505,4.7592543;;54.96614982604981;;2026-01-19T09:00:00Z;
;;;;51.77797999972355,1.0490309995835538;;15.0;;2026-01-19T08:00:00Z;
;;;;40.338516,-76.394788;;10.5;;2026-01-19T08:00:00Z;
;;;;42.4388899994652,-2.25028;;13.0;;2024-01-29T19:00:00Z;
;;;;51.514071,-0.235418;;3.93;;2020-12-01T00:00:00Z;
;;;;14.682637,-17.44367;;6.4500000953674315;;2026-01-08T16:00:00Z;
;;;;29.1217,110.5319;;27.0;;2021-08-09T11:00:00Z;
;;;;30.567800000000002,105.5453;;9.0;;2021-08-09T11:00:00Z;
;;;;14.704371,-17.452163;;2.9999999783255835;;2026-01-19T09:00:00Z;
;;;;45.863899,-122.410889;;2.8;;2025-10-28T22:00:00Z;
;;;;51.398192,-1.176112;;3.8081666628519693;;2026-01-08T16:00:00Z;
;;;;53.25039,-6.66912;;0.055500000218550366;;2026-01-19T09:00:00Z;
;;;;50.9404,-1.1805;;19.34983332951864;;2026-01-19T09:00:00Z;
;;;;25.333384,55.488924;;11.97199999491374;;2026-01-19T09:00:00Z;
;;;;51.4560303,-1.0076382;;24.15648615890079;;2026-01-08T09:00:00Z;
;;;;51.316421,6.887397;;36.80016657511394;;2026-01-19T09:00:00Z;
;;;;14.733727,-17.197188;;1.8583333194255829;;2026-01-19T09:00:00Z;
;;;;52.60570776335667,11.870326138555335;;26.383166662851966;;2026-01-19T09:00:00Z;
;;;;36.9533,-120.03410000000001;;13.0;;2026-01-19T08:00:00Z;
;;;;55.79215999929997,-3.242900000058329;;4.0;;2026-01-19T08:00:00Z;
;;;;44.867329,20.653148;;15.611333333333;;2025-12-02T19:00:00Z;
;;;;43.0577,-89.4446;;0.075166667252779;;2026-01-19T09:00:00Z;
;;;;40.2519399994703,-4.274720000000001;;15.0;;2024-01-29T20:00:00Z;
;;;;50.59759999953018,-3.7165099997474913;;5.0;;2026-01-19T08:00:00Z;
;;;;46.3972,-116.8062;;3.0;;2026-01-19T07:00:00Z;
;;;;45.4753270000971,4.51500300008891;;15.9;;2026-01-18T10:00:00Z;
;;;;33.725614,73.11602;;117.0;;2026-01-18T15:00:00Z;
;;;;31.039,73.9297;;193.0;;2026-01-19T07:00:00Z;
;;;;31.4637,74.3749;;230.0;;2026-01-19T07:00:00Z;
;;;;32.53850802521623,74.48415837340578;;185.0;;2026-01-19T07:00:00Z;
;;;;29.3151,71.8303;;166.0;;2026-01-19T07:00:00Z;
;;;;32.4644,74.5132;;251.0;;2026-01-19T07:00:00Z;
;;;;32.5889,73.5123;;182.0;;2026-01-19T07:00:00Z;
;;;;31.4721,74.3192;;249.0;;2026-01-19T07:00:00Z;
;;;;33.56133269087068,73.13082876647323;;101.0;;2026-01-19T07:00:00Z;
;;;;34.1732,73.2498;;165.0;;2025-12-12T14:00:00Z;
;;;;34.4203,73.2469;;87.0;;2025-12-12T02:00:00Z;
;;;;34.0241,71.4905;;224.0;;2026-01-19T07:00:00Z;
;;;;48.48888699999112,9.207320000262994;;22.0;;2026-01-19T05:00:00Z;
;;;;33.856,72.8621;;54.0;;2026-01-19T07:00:00Z;
;;;;25.3748,68.3858;;169.0;;2026-01-19T07:00:00Z;
;;;;33.73059733465364,73.0811549096957;;101.0;;2026-01-19T06:00:00Z;
;;;;33.9787,71.4537;;272.0;;2025-11-27T12:00:00Z;
;;;;31.5287712,74.3454402;;260.0;;2026-01-19T07:00:00Z;
;;;;31.5236,74.3524;;112.4;;2025-12-12T02:00:00Z;
;;;;31.5307,74.4115;;224.0;;2026-01-19T07:00:00Z;
;;;;33.6457,73.005;;233.0;;2025-12-12T14:00:00Z;
;;;;31.4746,74.2786;;289.0;;2026-01-19T07:00:00Z;
;;;;31.393,74.2408;;392.7;;2026-01-17T18:00:00Z;
;;;;31.5083,74.321;;246.0;;2026-01-19T07:00:00Z;
;;;;33.5482,73.1017;;245.0;;2025-12-12T02:00:00Z;
;;;;6.623708,3.35343;;18.399833329518632;;2025-12-30T16:00:00Z;
;;;;47.844727,14.208352;;2.4055000017086665;;2026-01-19T09:00:00Z;
;;;;34.01739367332955,71.58304625044688;;182.5;;2026-01-19T07:00:00Z;
;;;;34.152,73.2121;;150.0;;2025-12-12T13:00:00Z;
;;;;24.8543,67.2237;;61.0;;2026-01-19T07:00:00Z;
;;;;30.2093,71.4758;;258.0;;2026-01-19T05:00:00Z;
;;;;34.14201859535957,73.21614214617442;;61.6;;2026-01-19T07:00:00Z;
;;;;31.4766,74.344;;84.6;;2025-12-12T02:00:00Z;
;;;;25.456099999999996,119.1119;;15.0;;2021-08-09T11:00:00Z;
;;;;30.17751723817062,71.41959164251618;;149.0;;2026-01-19T07:00:00Z;
;;;;31.87792194297626,73.37706297298189;;138.5;;2025-12-11T14:00:00Z;
;;;;31.4853,74.3415;;247.0;;2026-01-19T07:00:00Z;
;;;;24.835349273134295,67.1020030975342;;98.0;;2026-01-19T07:00:00Z;
;;;;24.8577,67.0541;;114.0;;2025-12-12T02:00:00Z;
;;;;34.7982,72.5697;;23.0;;2026-01-19T07:00:00Z;
;;;;33.99427289090971,71.53647358248753;;277.0;;2025-12-12T01:00:00Z;
;;;;31.4788,74.4726;;202.0;;2026-01-19T07:00:00Z;
;;;;31.4761,74.405;;209.0;;2026-01-19T07:00:00Z;
;;;;31.4551,74.437;;268.0;;2026-01-19T07:00:00Z;
;;;;40.709867,-112.008664;;17.0;;2026-01-19T06:00:00Z;
;;;;32.0903,-81.1306;;4.1;;2026-01-19T08:00:00Z;
;;;;31.5169,74.2849;;156.0;;2025-12-12T02:00:00Z;
;;;;31.4485,74.288;;219.0;;2026-01-19T07:00:00Z;
;;;;31.5378,74.3441;;135.0;;2025-12-09T08:00:00Z;
;;;;31.5406,74.331;;124.2;;2025-12-12T02:00:00Z;
;;;;31.4714,74.2879;;171.5;;2025-12-12T02:00:00Z;
;;;;33.5555,73.2535;;25.0;;2025-12-22T13:00:00Z;
;;;;24.88964636103564,67.08061342550339;;48.0;;2025-12-12T06:00:00Z;
;;;;33.71676391147882,73.04410436289685;;75.0;;2026-01-19T07:00:00Z;
;;;;33.610966,73.026855;;56.5;;2026-01-19T07:00:00Z;
;;;;24.853927,67.014382;;63.3;;2026-01-18T17:00:00Z;
;;;;31.4469,74.2677;;255.0;;2026-01-19T07:00:00Z;
;;;;33.2361,72.9137;;85.3;;2026-01-19T07:00:00Z;
;;;;31.5051,74.3486;;119.9;;2025-12-12T02:00:00Z;
;;;;31.5182,74.3508;;294.0;;2026-01-19T07:00:00Z;
;;;;31.5353,74.4172;;164.0;;2026-01-19T07:00:00Z;
;;;;31.3912,74.2414;;337.0;;2025-12-12T02:00:00Z;
;;;;31.47,74.2611;;137.5;;2025-12-12T02:00:00Z;
;;;;31.3766,74.2379;;246.0;;2026-01-19T07:00:00Z;
;;;;31.5741,74.308;;237.0;;2026-01-19T07:00:00Z;
;;;;28.52368550157626,70.07641379975092;;141.0;;2026-01-19T07:00:00Z;
;;;;30.3482,72.2335;;252.0;;2025-11-22T13:00:00Z;
;;;;29.36232,71.64155;;320.0;;2026-01-18T19:00:00Z;
;;;;31.4784,74.3238;;128.9;;2025-12-12T02:00:00Z;
;;;;29.67992980036018,71.56077944387127;;147.0;;2026-01-19T07:00:00Z;
;;;;31.4598,74.329;;279.0;;2026-01-19T07:00:00Z;
;;;;33.73177792849695,73.04807978323018;;105.0;;2026-01-19T07:00:00Z;
;;;;33.856,72.8621;;20.0;;2026-01-19T06:00:00Z;
;;;;30.1709,66.9842;;79.0;;2026-01-19T05:00:00Z;
;;;;31.5332,74.4504;;104.0;;2025-12-05T02:00:00Z;
;;;;24.8654,67.0745;;141.0;;2026-01-19T07:00:00Z;
;;;;32.98,73.6858;;154.0;;2026-01-19T07:00:00Z;
;;;;32.137,74.1781;;305.0;;2026-01-19T05:00:00Z;
;;;;31.52903121887204,74.4381257796822;;293.1;;2026-01-19T07:00:00Z;
;;;;-40.85,145.133;;1.0;;2025-11-27T12:54:06Z;
;;;;33.5541,73.1214;;74.0;;2026-01-19T07:00:00Z;
;;;;25.52969208789429,69.00686653047494;;172.5;;2026-01-19T07:00:00Z;
;;;;33.8561,72.8622;;58.0;;2026-01-19T07:00:00Z;
;;;;33.856,72.8621;;31.0;;2026-01-16T04:00:00Z;
;;;;33.72330703652273,73.06369427797755;;99.0;;2026-01-19T07:00:00Z;
;;;;31.4671,74.4169;;264.0;;2026-01-19T07:00:00Z;
;;;;34.2608,73.2343;;139.0;;2025-12-12T14:00:00Z;
;;;;28.4006,70.3268;;221.0;;2026-01-19T07:00:00Z;
;;;;31.4646,74.4204;;140.5;;2025-12-12T02:00:00Z;
;;;;31.5466,74.3538;;191.0;;2026-01-19T07:00:00Z;
;;;;24.8846,67.2651;;124.0;;2026-01-19T07:00:00Z;
;;;;31.4515,74.2098;;401.0;;2026-01-19T07:00:00Z;
;;;;32.9289,73.7311;;183.0;;2026-01-19T06:00:00Z;
;;;;31.4139,74.4581;;122.5;;2025-12-12T02:00:00Z;
;;;;33.993,71.4419;;106.0;;2025-12-12T02:00:00Z;
;;;;27.7119,68.8312;;267.0;;2026-01-19T07:00:00Z;
;;;;31.5298,74.3776;;127.6;;2025-12-12T00:00:00Z;
;;;;31.5047,74.358;;87.1;;2025-12-12T02:00:00Z;
;;;;33.856,72.8621;;28.0;;2026-01-19T06:00:00Z;
;;;;33.8564,72.8622;;43.0;;2025-11-29T02:00:00Z;
;;;;30.2366,71.4832;;86.4;;2025-12-12T02:00:00Z;
;;;;31.489402,74.4176706;;65.0;;2026-01-19T07:00:00Z;
;;;;;;0.0;;2022-05-15T15:15:43Z;
;;;;44.219867,-76.521128;;7.0;;2026-01-19T08:00:00Z;
;;;;35.085479,129.00416700000002;;24.0;;2026-01-19T08:00:00Z;
;;;;40.04646727851634,-82.77222672669438;;0.7989999949932098;;2026-01-19T09:00:00Z;
;;;;;;0.0;;2023-03-27T11:16:38Z;
;;;;;;3.8;;2022-07-17T21:31:46Z;
;;;;19.37958426284133,-99.14016254520449;;43.18316675821941;;2026-01-19T09:00:00Z;
;;;;;;0.0;;2022-03-08T23:00:37Z;
;;;;27.0118695,84.8709016;;170.56250025431314;;2025-12-31T06:00:00Z;
;;;;6.913253,79.848684;;-999.0;;2025-03-04T11:30:00Z;
;;;;30.04191,70.628684;;283.13986265394425;;2026-01-19T05:00:00Z;
;;;;53.324649,-1.737683;;1.666333328932524;;2025-12-23T16:00:00Z;
;;;;30.191353,66.974876;;52.5;;2025-11-25T01:00:00Z;
;;;;30.177112,66.925531;;97.0;;2025-11-25T00:00:00Z;
;;;;31.443132,73.128151;;261.3;;2025-11-25T01:00:00Z;
;;;;30.1477,71.44326;;541.3;;2025-12-11T23:00:00Z;
;;;;27.52948,68.75915;;78.6;;2026-01-19T07:00:00Z;
;;;;30.193314,66.955154;;36.3;;2025-12-12T12:00:00Z;
;;;;29.35128,71.69255;;260.0;;2025-12-11T23:00:00Z;
;;;;25.367274,68.337884;;35.0;;2025-12-11T23:00:00Z;
;;;;32.49374,74.5322;;243.2;;2025-12-11T23:00:00Z;
;;;;31.4081,74.3584;;216.0;;2026-01-19T07:00:00Z;
;;;;32.494596,74.541963;;165.9;;2025-11-25T01:00:00Z;
;;;;31.40259,73.084855;;69.7;;2025-11-20T01:00:00Z;
;;;;33.6347,73.0169;;346.0;;2025-12-12T14:00:00Z;
;;;;31.495615,73.07382;;397.9;;2025-11-25T01:00:00Z;
;;;;35.2973,75.6392;;92.0;;2026-01-18T09:00:00Z;
;;;;21.8749,112.0125;;25.0;;2021-08-09T11:00:00Z;
;;;;45.98501632932566,9.426098114730099;;55.611000061035156;;2026-01-19T09:00:00Z;
;;;;33.792221,-118.175278;;14.4;;2022-05-05T22:00:00Z;
;;;;-35.969115075775,-72.316818237305;;57.0;;2026-01-19T06:00:00Z;
;;;;32.523366,-116.952495;;16.8;;2025-03-04T12:00:00Z;
;;;;42.31470000000001,118.93589999999999;;4.0;;2021-08-09T11:00:00Z;
;;;;30.928499999999996,113.9153;;4.0;;2021-08-09T11:00:00Z;
;;;;15.5630159,-88.0233766;;4.1000000000000005;;2026-01-19T09:00:00Z;
;;;;37.506537,127.163589;;9999.0;;2026-01-19T08:00:00Z;
;;;;13.5308899,-87.5032728;;0.0028333333631356556;;2026-01-19T08:00:00Z;
;;;;54.7831,-127.1775;;2.2;;2021-07-21T21:00:00Z;
;;;;34.01027,-118.06861;;84.0;;2026-01-19T08:00:00Z;
;;;;13.3135298,-87.1583524;;0.0;;2026-01-19T09:00:00Z;
;;;;40.07682,-75.01088;;10.94;;2026-01-19T09:03:43Z;
;;;;28.424176,70.309843;;268.94699885050454;;2026-01-19T04:00:00Z;
;;;;35.6985853,-84.0431829;;3.9886666635672245;;2026-01-19T09:00:00Z;
