Country Code;Country Label;City;Location;Coordinates;Pollutant;Value;Unit;Last Updated;Source Name
;;;;54.57258599950114,-5.9749440000150456;;17.0;;2026-01-19T08:00:00Z;
;;;;49.78433900003687,22.75623900044886;;67.9;;2026-01-19T06:00:00Z;
;;;;58.370555999440015,26.734721999643114;;21.775;;2026-01-19T05:00:00Z;
;;;;50.9202649996517,-1.4634840003224667;;18.0;;2026-01-19T08:00:00Z;
;;;;21.4415,109.1911;;14.0;;2021-08-09T11:00:00Z;
;;;;40.2278,122.11390000000002;;18.0;;2021-08-09T11:00:00Z;
;;;;33.3367,120.1501;;48.0;;2021-08-09T11:00:00Z;
;;;;16.454500000400625,-61.428100000015384;;18.8;;2026-01-17T20:00:00Z;
;;;;16.25802367972713,102.77506342533592;;67.14925575256348;;2025-01-13T23:00:00Z;
;;;;45.5673216,14.2428996;;103.0;;2026-01-19T08:00:00Z;
;;;;40.102058,-8.246168;;6.239732146263123;;2024-03-09T19:00:00Z;
;;;;14.420548,100.595312;;101.0;;2026-01-19T08:00:00Z;
;;;;50.664298,13.838214;;68.37638854980469;;2024-03-09T19:00:00Z;
;;;;51.75804999976643,19.529785999805934;;42.7;;2026-01-19T06:00:00Z;
;;;;53.85254999982394,22.984686000329827;;37.0;;2026-01-19T06:00:00Z;
;;;;44.92029999973801,8.623199999923134;;73.0;;2026-01-17T14:00:00Z;
;;;;38.99438899971868,1.3101389995651378;;18.0;;2026-01-18T18:00:00Z;
;;;;36.976453,126.71629800000001;;78.0;;2024-07-11T14:00:00Z;
;;;;53.43007871995329,-2.278135503675803;;1.6666666269302368;;2024-12-16T11:00:00Z;
;;;;53.389279999268815,-2.6153579999810064;;13.0;;2026-01-19T08:00:00Z;
;;;;33.583099,-117.072197;;11.0;;2026-01-19T08:00:00Z;
;;;;19.395894,98.404624;;44.40788714090983;;2025-01-13T23:00:00Z;
;;;;36.0494,-117.9439;;3.0;;2026-01-19T08:00:00Z;
;;;;64.33416400008619,-21.835685999624392;;3.7192;;2026-01-19T08:00:00Z;
;;;;21.0399,105.8473;;35.4;;2024-11-26T18:00:00Z;
;;;;32.4322,119.9192;;41.0;;2021-08-09T11:00:00Z;
;;;;53.346329999453125,-2.8443329999415723;;13.0;;2026-01-19T08:00:00Z;
;;;;51.601203,-2.977281;;12.0;;2026-01-19T08:00:00Z;
;;;;-25.910900000000005,28.210500000000003;;4.61;;2024-03-12T10:00:00Z;
;;;;53.18722199975573,-6.121666999586895;;8.18;;2026-01-18T10:00:00Z;
;;;;14.944884280530838,102.76767049845512;;6.602083444595337;;2024-07-17T12:00:00Z;
;;;;53.789233000003556,20.4860750004239;;40.1;;2026-01-19T06:00:00Z;
;;;;21.05,105.782;;62.4;;2024-01-22T08:00:00Z;
;;;;34.890667,-120.432844;;13.0;;2026-01-19T08:00:00Z;
;;;;47.837307,11.153112;;6.375;;2024-03-09T19:00:00Z;
;;;;20.000849833333,-99.34376;;13.6802222222222;;2024-06-21T22:00:00Z;
;;;;54.12069400009938,17.975861000083857;;51.4;;2026-01-19T06:00:00Z;
;;;;-22.9614,-43.2035;;6.0;;2026-01-19T09:00:00Z;
;;;;51.4906102082147,0.158914493927518;;22.6;;2026-01-19T07:00:00Z;
;;;;51.44967399955302,-0.037417999941585164;;17.1;;2026-01-19T07:00:00Z;
;;;;50.085915,14.138103;;12.700000047683716;;2024-04-07T17:00:00Z;
;;;;45.27189498268899,5.679027058969204;;10.677041610081991;;2025-01-13T23:00:00Z;
;;;;19.342108,98.435391;;42.487053553263344;;2025-01-13T23:00:00Z;
;;;;51.074793,-4.041924;;12.0;;2026-01-19T08:00:00Z;
;;;;39.8281,-104.93645;;6.0;;2026-01-19T08:00:00Z;
;;;;50.04067499995608,22.00465599998965;;83.8;;2026-01-19T06:00:00Z;
;;;;41.36188,-73.26471;;17.597333351771038;;2025-01-13T23:00:00Z;
;;;;-37.503604018657,-72.6596661022;;43.0;;2026-01-19T06:00:00Z;
;;;;18.96721,98.893778;;75.52569516499837;;2024-03-09T19:00:00Z;
;;;;63.093509999723956,21.612670000152175;;0.0;;2024-06-13T06:00:00Z;
;;;;22.3225,114.16833333333334;;60.2;;2026-01-19T08:00:00Z;
;;;;32.1008,112.1214;;8.0;;2021-08-09T11:00:00Z;
;;;;51.439696,-0.949368;;3.449166715145111;;2024-08-07T11:00:00Z;
;;;;31.8344,106.7616;;11.0;;2021-08-09T11:00:00Z;
;;;;23.369200000000003,113.3472;;13.0;;2021-08-09T11:00:00Z;
;;;;-17.61076,-71.340649;;59.4;;2025-12-04T00:00:00Z;
;;;;53.0,11.0;;4.119494040807088;;2024-06-28T13:00:00Z;
;;;;24.811053632574033,67.05825434267292;;49.84;;2024-02-28T12:42:56Z;
;;;;33.99014,-118.27367;;0.0;;2024-04-24T02:03:44Z;
;;;;25.665277777777995,-100.41277777778;;26.0;;2026-01-12T15:00:00Z;
;;;;50.5708720000116,12.997278000371747;;9.953;;2026-01-19T05:00:00Z;
;;;;37.52950175910027,-122.30415899989515;;0.05297619213039676;;2024-03-09T19:00:00Z;
;;;;31.3225,118.4781;;62.0;;2021-08-09T11:00:00Z;
;;;;61.11709000008346,28.498490000204825;;8.394494;;2026-01-02T13:00:00Z;
;;;;21.0398,105.7652;;29.7;;2024-12-11T14:00:00Z;
;;;;35.04242,85.29419;;3.1333333253860474;;2024-03-27T14:00:00Z;
;;;;19.379253,98.445529;;336.63452402750653;;2024-03-09T19:00:00Z;
;;;;36.780177,126.455459;;26.0;;2024-06-13T20:00:00Z;
;;;;44.30000000004447,26.119999999817594;;7.027174;;2024-07-30T10:00:00Z;
;;;;42.13555999972074,21.71473999992518;;26.49;;2026-01-19T06:00:00Z;
;;;;49.2794,-122.97109999999999;;6.0;;2026-01-19T08:00:00Z;
;;;;-13.713381000000002,-76.148167;;-9999.0;;2024-07-11T09:40:00Z;
;;;;47.3553,-68.3211;;23.0;;2026-01-19T08:00:00Z;
;;;;37.05249814027784,-120.8400152419486;;6.126984119415283;;2025-01-13T23:00:00Z;
;;;;37.08983300489852,-122.08890288980176;;0.5029761952658495;;2024-03-09T19:00:00Z;
;;;;50.849734,4.334159;;12.568452517191568;;2024-08-27T13:00:00Z;
;;;;37.423889,126.994512;;26.0;;2024-07-11T16:00:00Z;
;;;;59.23662600022141,17.836194000269124;;6.0033;;2025-08-27T12:00:00Z;
;;;;45.454283,-73.583417;;25.862083435058594;;2025-01-13T23:00:00Z;
;;;;42.448023999899355,19.240949000365195;;24.2052;;2026-01-17T12:00:00Z;
;;;;34.7752778,32.42194440000003;;20.49744;;2026-01-19T08:00:00Z;
;;;;34.29327,-118.57995;;0.0;;2024-04-24T02:06:29Z;
;;;;19.5167,109.57259999999998;;27.0;;2021-08-09T11:00:00Z;
;;;;24.9264,118.6333;;24.0;;2021-08-09T11:00:00Z;
;;;;47.42876601692833,8.545199226884375;;34.22083298365275;;2025-01-13T23:00:00Z;
;;;;53.28054100007582,-6.358842000225645;;5.44;;2026-01-18T10:00:00Z;
;;;;18.719434,98.930183;;40.24747053782145;;2025-01-13T23:00:00Z;
;;;;27.513341999999994,41.19811;;39.861;;2023-10-11T10:00:00Z;
;;;;49.9340719,-117.3513185;;1.204315463701884;;2024-03-09T19:00:00Z;
;;;;17.23816238132771,102.43412910724983;;74.22222137451172;;2024-03-09T19:00:00Z;
;;;;19.3573394,98.4381079;;44.46458339691162;;2025-01-13T23:00:00Z;
;;;;37.375473,-122.262098;;1.505555545290311;;2025-01-13T23:00:00Z;
;;;;33.84768402317071,-84.24563770426796;;15.63095235824585;;2024-10-07T06:00:00Z;
;;;;33.716054,-117.74926;;0.5535714427630106;;2025-01-13T23:00:00Z;
;;;;44.42267609974606,26.07074930022374;;-1.0;;2026-01-19T06:00:00Z;
;;;;22.883583,120.53054199999998;;64.0;;2026-01-19T09:00:00Z;
;;;;30.687541468021923,-97.76280071308237;;1.067559514272337;;2025-01-13T23:00:00Z;
;;;;5.653842319123899,-0.18587458123045222;;16.2894344329834;;2024-03-09T19:00:00Z;
;;;;51.869430999845605,4.580058000326457;;36.2;;2026-01-19T05:00:00Z;
;;;;31.91259,34.89581;;139.6;;2025-01-08T17:25:00Z;
;;;;13.008556,76.125258;;985.0;;2025-12-20T04:15:00Z;
;;;;51.54654025913672,-0.09074524215529413;;31.534226417541504;;2025-01-13T23:00:00Z;
;;;;32.989152,-96.595809;;5.4000000556310015;;2024-03-09T19:00:00Z;
;;;;41.9856384,-87.6675072;;4.449553569157918;;2024-03-09T19:00:00Z;
;;;;20.7339,105.7703;;62.2;;2025-02-05T04:00:00Z;
;;;;31.9198,118.8436;;61.0;;2021-08-09T11:00:00Z;
;;;;37.9941402849896,-87.84193622393657;;2.02827380100886;;2025-01-13T23:00:00Z;
;;;;52.023192310812405,8.206561800207691;;0.0;;2025-01-13T23:00:00Z;
;;;;48.645000000143845,-0.4583330002357768;;8.6;;2026-01-19T05:00:00Z;
;;;;-35.36610384484214,149.08211305494842;;0.7416666646798452;;2024-05-13T06:00:00Z;
;;;;19.383934,98.464782;;405.12693786621094;;2024-03-09T19:00:00Z;
;;;;6.05246,-0.00783;;16.677618980407715;;2024-03-09T13:00:00Z;
;;;;23.8798,106.6085;;50.0;;2021-08-09T11:00:00Z;
;;;;51.625155494785815,-1.319656283047288;;34.58708302179972;;2025-01-13T23:00:00Z;
;;;;-37.821355878845935,145.19754088501568;;2.9375;;2024-10-30T04:00:00Z;
;;;;41.97603,-88.20921;;2.0833333333333335;;2025-01-13T23:00:00Z;
;;;;33.69060000000001,-84.2731;;11.0;;2026-01-19T08:00:00Z;
;;;;32.842297,-116.768326;;8.0;;2026-01-19T08:00:00Z;
;;;;37.4769,-97.3664;;8.0;;2026-01-19T08:00:00Z;
;;;;48.200514,-114.305478;;9.0;;2026-01-19T08:00:00Z;
;;;;44.50000000024475,26.13999999967507;;9.611083;;2024-07-30T11:00:00Z;
;;;;23.5544,113.29020000000001;;9.0;;2021-08-09T11:00:00Z;
;;;;22.1163,113.5433;;14.0;;2021-08-09T11:00:00Z;
;;;;61.21602613080743,-149.91040294494496;;0.3972500028709571;;2025-01-13T23:00:00Z;
;;;;48.602,1.6924;;77.41387430826823;;2025-01-13T23:00:00Z;
;;;;44.444924999845064,26.12728900010153;;13.00337;;2026-01-19T06:00:00Z;
;;;;48.2195277778,16.4050277778;;13.45027780532837;;2024-05-20T18:00:00Z;
;;;;50.77415084837005,14.218793869075457;;6.7;;2026-01-19T05:00:00Z;
;;;;44.38999999989685,26.249999999789512;;6.373305;;2024-07-30T10:00:00Z;
;;;;45.081991889689114,9.713889999803518;;76.5;;2026-01-17T23:00:00Z;
;;;;51.47230908118687,-0.08600623929255025;;34.169541358947754;;2025-01-13T23:00:00Z;
;;;;35.0,85.0;;31.708333333333332;;2025-01-13T23:00:00Z;
;;;;45.067906,-70.3266855;;1.099702388048172;;2024-03-09T19:00:00Z;
;;;;37.829133680511504,-122.24007177384527;;7.1875;;2024-06-21T09:00:00Z;
;;;;41.94768499972929,8.796158999850245;;18.7;;2025-08-11T07:00:00Z;
;;;;49.76861572260632,13.423380851381788;;12.8;;2026-01-19T05:00:00Z;
;;;;43.0244,25.1076;;14.73;;2024-12-28T01:48:00Z;
;;;;36.446611,127.11915;;32.0;;2024-06-13T20:00:00Z;
;;;;47.5975802935148,-117.36919727406037;;25.10545818010966;;2025-01-13T23:00:00Z;
;;;;44.94919999994974,4.890133000257068;;19.6;;2026-01-18T10:00:00Z;
;;;;41.549722000175315,-8.405833000419557;;9.1;;2026-01-18T16:00:00Z;
;;;;35.371633,128.676483;;44.0;;2026-01-19T08:00:00Z;
;;;;27.5919,106.8547;;9.0;;2021-08-09T11:00:00Z;
;;;;40.1122,113.1367;;17.0;;2021-08-09T11:00:00Z;
;;;;41.20666699975217,-8.552777999749257;;53.1;;2026-01-19T05:00:00Z;
;;;;14.746475571894893,-17.510440956465402;;5.458171089490254;;2025-01-13T23:00:00Z;
;;;;37.87111100027024,-8.723888999846922;;3.0;;2026-01-19T05:00:00Z;
;;;;47.34805999978995,15.882221999948554;;-1.0;;2026-01-19T07:00:00Z;
;;;;42.22239999997337,-8.711099999557263;;19.0;;2026-01-19T01:00:00Z;
;;;;34.9450839,-118.2299292;;3.08;;2023-07-25T14:02:53Z;
;;;;47.19250000006641,14.753333000326997;;-1.0;;2025-12-31T00:00:00Z;
;;;;36.0736,120.35030000000002;;37.0;;2021-08-09T11:00:00Z;
;;;;51.21549671339158,4.325923016430991;;8.8;;2025-11-28T07:00:00Z;
;;;;52.35917,6.59306;;56.94791603088379;;2025-01-13T23:00:00Z;
;;;;50.1674118040827,14.106047630204246;;11.2;;2026-01-19T05:00:00Z;
;;;;12.909153635368195,77.52476183092863;;74.05803553263347;;2024-03-09T19:00:00Z;
;;;;36.759735,126.732312;;48.0;;2024-04-12T22:00:00Z;
;;;;37.260200000037706,-6.925500000100466;;7.28;;2026-01-19T05:00:00Z;
;;;;35.27306000028022,-2.9408299999139165;;2.0;;2026-01-18T16:00:00Z;
;;;;32.4222,119.5653;;55.0;;2021-08-09T11:00:00Z;
;;;;36.697189,-97.081278;;6.0;;2026-01-19T08:00:00Z;
;;;;38.75416700018299,-9.230833000379576;;-1.0;;2026-01-19T05:00:00Z;
;;;;49.00795999995233,8.387190000121846;;25.3;;2026-01-19T05:00:00Z;
;;;;44.48999999983089,26.180000000288338;;10.692627;;2024-07-30T10:00:00Z;
;;;;50.621482000214755,20.614056999788748;;-1.0;;2026-01-16T10:00:00Z;
;;;;35.90103,127.005272;;27.0;;2024-07-11T16:00:00Z;
;;;;46.333880000156256,-0.47187800021066983;;9.0;;2026-01-18T10:00:00Z;
;;;;47.27475999976255,4.0994759996474475;;6.2;;2026-01-18T10:00:00Z;
;;;;45.84944399973435,9.395832999652928;;20.1618824;;2026-01-18T10:00:00Z;
;;;;39.7157,76.1658;;49.0;;2021-08-09T11:00:00Z;
;;;;34.0823,113.843;;24.0;;2021-08-09T11:00:00Z;
;;;;49.546538999970835,21.8510059996338;;9.1;;2026-01-19T06:00:00Z;
;;;;16.699340277777996,-96.86645499999999;;51.0;;2026-01-01T05:00:00Z;
;;;;34.6917,-86.591698;;7.0;;2026-01-19T08:00:00Z;
;;;;34.18189,-118.11111;;0.0;;2025-07-08T15:00:00Z;
;;;;32.341889677146874,-90.16096703615815;;4.619444370269775;;2025-01-13T23:00:00Z;
;;;;47.44513,21.632067;;33.09999990463257;;2025-01-13T23:00:00Z;
;;;;43.008899999840516,-9.118900000046871;;7.0;;2026-01-19T05:00:00Z;
;;;;42.95360000027171,-9.186100000214784;;6.0;;2026-01-19T05:00:00Z;
;;;;36.828034,127.104606;;19.0;;2024-07-11T16:00:00Z;
;;;;49.83123699993758,19.92359100005886;;143.2;;2026-01-19T05:00:00Z;
;;;;51.448823581151,0.279379130223739;;16.0;;2026-01-19T07:00:00Z;
;;;;51.4346627060562,0.0642224671704697;;19.5;;2026-01-19T07:00:00Z;
;;;;13.377516,77.099072;;134.39;;2026-01-10T12:15:00Z;
;;;;40.63555599975542,-8.646667000008962;;-1.0;;2026-01-19T05:00:00Z;
;;;;47.626563149492775,-122.36292474084169;;3.5416666666666665;;2024-03-09T19:00:00Z;
;;;;23.1716,113.42560000000002;;23.0;;2021-08-09T11:00:00Z;
;;;;38.057299999779104,-1.2047000003713935;;21.95;;2024-08-30T21:00:00Z;
;;;;32.807777999798574,-16.886388999846062;;12.5;;2026-01-19T05:00:00Z;
;;;;23.446472779999997,120.43677806000001;;30.0;;2024-02-28T07:00:00Z;
;;;;41.80957543040746,-88.33190457443234;;0.0446428582072258;;2025-01-13T23:00:00Z;
;;;;37.469433,-105.87896;;6.0;;2026-01-19T08:00:00Z;
;;;;38.084688,-102.61864;;8.0;;2026-01-19T07:00:00Z;
;;;;37.937952,-107.813188;;17.0;;2026-01-19T08:00:00Z;
;;;;21.932255555556,-99.99304166666698;;28.0;;2026-01-19T07:00:00Z;
;;;;21.919917,-102.276083;;46.0;;2024-04-22T14:00:00Z;
;;;;43.678,-70.2561;;11.0;;2026-01-19T08:00:00Z;
;;;;42.14288899986875,24.765239000415747;;14.95;;2026-01-19T05:00:00Z;
;;;;37.8612,118.5055;;83.0;;2021-08-09T11:00:00Z;
;;;;50.67569299985581,18.682065000297897;;96.1;;2026-01-19T05:00:00Z;
;;;;50.807167000281055,8.770508000374308;;9.81655;;2026-01-19T05:00:00Z;
;;;;42.87520000013232,-3.2317000000303433;;2.0;;2026-01-19T06:00:00Z;
;;;;23.2684,116.454;;28.0;;2021-08-09T11:00:00Z;
;;;;36.5786,101.83050000000001;;35.0;;2021-08-09T11:00:00Z;
;;;;8.424964,98.528719;;25.0;;2023-12-23T05:00:00Z;
;;;;41.06222759157342,-74.86309808230175;;12.476190368334452;;2024-03-09T19:00:00Z;
;;;;19.3747778,98.4453889;;30.55446418126424;;2025-01-13T23:00:00Z;
;;;;47.3221,18.96109;;30.0;;2026-01-19T09:00:00Z;
;;;;43.268205999952116,26.938438999589817;;30.07;;2026-01-19T05:00:00Z;
;;;;30.693100000000005,104.0106;;44.0;;2021-08-09T11:00:00Z;
;;;;38.385600000000004,106.5105;;32.0;;2021-08-09T11:00:00Z;
;;;;32.341889677146874,-90.16096703615815;;3.3736111521720886;;2024-03-09T19:00:00Z;
;;;;39.237947,-94.674105;;4.189285695552826;;2024-03-09T19:00:00Z;
;;;;38.59246,-82.80677;;10.0;;2026-01-19T08:00:00Z;
;;;;5.280721844408621,-3.9768255472257295;;13.0;;2025-10-22T12:00:00Z;
;;;;45.08163372052002,13.643801808266366;;16.254545385187324;;2024-07-21T20:00:00Z;
;;;;40.087807,-82.959585;;12.0;;2026-01-19T08:00:00Z;
;;;;47.278360000046845,16.220679999814614;;-1.0;;2026-01-19T07:00:00Z;
;;;;40.366452,-80.615691;;25.0;;2026-01-19T08:00:00Z;
;;;;35.063569,-106.64750299999999;;76.0;;2026-01-19T08:00:00Z;
;;;;24.39017512,120.65525382;;5.0;;2024-09-22T15:00:00Z;
;;;;45.15407499971566,26.81861900037;;19.12717;;2026-01-19T06:00:00Z;
;;;;46.76542500022766,23.550257999908215;;76.69183;;2026-01-19T06:00:00Z;
;;;;42.90919999970769,-8.506800000177691;;1.0;;2026-01-13T12:00:00Z;
;;;;51.636585254124185,4.93173168949492;;67.44874890645345;;2025-01-13T23:00:00Z;
;;;;47.13378000030273,13.543179999805544;;-1.0;;2026-01-19T07:00:00Z;
;;;;49.19808959963543,16.593643188058994;;34.2;;2026-01-19T05:00:00Z;
;;;;52.46747000023927,13.441209999591656;;41.58;;2026-01-19T05:00:00Z;
;;;;28.932,115.8347;;50.0;;2021-08-09T11:00:00Z;
;;;;-33.37677352033,-70.523326784061;;66.0;;2026-01-19T06:00:00Z;
;;;;40.664720000111636,-4.7008299999483985;;3.0;;2026-01-19T05:00:00Z;
;;;;49.97104699973411,19.830422000397686;;101.3;;2026-01-19T05:00:00Z;
;;;;40.75861099984547,-8.56722200042283;;-1.0;;2026-01-19T05:00:00Z;
;;;;37.394327,126.956859;;26.0;;2024-07-11T16:00:00Z;
;;;;44.49167500026332,26.030725000182034;;4.698316;;2024-07-30T11:00:00Z;
;;;;52.83972200010714,-6.931666700065658;;5.38;;2026-01-19T04:00:00Z;
;;;;64.0879949999389,-21.996084999590703;;3.0667;;2026-01-19T08:00:00Z;
;;;;25.265194,87.012947;;168.0;;2026-01-10T12:00:00Z;
;;;;37.3553,117.9378;;102.0;;2021-08-09T11:00:00Z;
;;;;48.58805500000642,7.729721999878151;;29.7;;2026-01-18T10:00:00Z;
;;;;48.321839999919156,15.964619999927137;;-1.0;;2026-01-19T07:00:00Z;
;;;;42.43999999971846,-2.239000000124511;;1.0;;2026-01-19T05:00:00Z;
;;;;-6.3612408,106.8419476;;32.87012529373169;;2025-01-13T23:00:00Z;
;;;;24.9856,102.66779999999999;;36.0;;2021-08-09T11:00:00Z;
;;;;37.487643999999996,126.72556299999998;;36.0;;2025-06-26T23:00:00Z;
;;;;30.727300000000003,111.3119;;11.0;;2021-08-09T11:00:00Z;
;;;;48.86211999987271,2.344615999768577;;27.3;;2026-01-19T05:00:00Z;
;;;;50.001025999772615,8.261131000031199;;20.4674;;2026-01-19T06:00:00Z;
;;;;16.1033,103.1733;;59.65312480926514;;2025-01-13T23:00:00Z;
;;;;44.4572,-95.835;;25.0;;2026-01-19T08:00:00Z;
;;;;19.430045776952728,-99.18183463386997;;57.497023582458496;;2024-03-09T19:00:00Z;
;;;;51.45651200022011,13.522548000111392;;10.0;;2026-01-19T05:00:00Z;
;;;;24.5688,118.09580000000001;;26.0;;2021-08-09T11:00:00Z;
;;;;18.435156957109033,98.67718182473789;;30.041666666666668;;2025-01-13T23:00:00Z;
;;;;18.91706462015052,98.99813940307875;;47.67209815979004;;2025-01-12T02:00:00Z;
;;;;19.683041089169024,100.09608268612227;;0.0;;2024-04-24T09:00:00Z;
;;;;50.73333400021155,3.1736110000365456;;26.4;;2026-01-19T05:00:00Z;
;;;;43.320740000125014,-3.112720000161351;;5.0;;2026-01-19T06:00:00Z;
;;;;46.561973999905426,3.3406389002497177;;25.4;;2026-01-19T05:00:00Z;
;;;;-10.750829,-76.263631;;8.3;;2025-01-08T12:00:00Z;
;;;;32.989152,-96.595809;;0.5490000024437904;;2025-01-13T23:00:00Z;
;;;;44.42999999979392,26.090000000031374;;9.739674;;2024-07-30T10:00:00Z;
;;;;-22.8881,-43.2962;;7.47;;2026-01-19T09:00:00Z;
;;;;-22.8662,-43.4419;;6.29;;2026-01-19T09:00:00Z;
;;;;-22.8161,-43.3608;;7.32;;2026-01-19T09:00:00Z;
;;;;55.5847470001693,13.006229999638892;;34.0;;2026-01-19T06:00:00Z;
;;;;44.659478,20.204496;;58.811666666667;;2025-12-02T19:00:00Z;
;;;;38.99438899971868,1.3101389995651378;;4.0;;2026-01-19T05:00:00Z;
;;;;31.3322,121.4316;;52.0;;2021-08-09T11:00:00Z;
;;;;16.418417,101.15655600000001;;41.0;;2026-01-19T08:00:00Z;
;;;;39.61425899970734,22.430446999950497;;42.0;;2026-01-17T23:00:00Z;
;;;;53.678392,-6.25681;;11.383779923121134;;2025-01-13T23:00:00Z;
;;;;51.4356282,-0.9624044;;34.952183405558266;;2024-05-21T16:00:00Z;
;;;;-22.9244,-43.2326;;14.33;;2026-01-19T09:00:00Z;
;;;;42.175999999798584,-1.7439999996095104;;58.0;;2026-01-17T05:00:00Z;
;;;;42.8777895,74.6066926;;9.92;;2024-04-24T01:53:15Z;
;;;;48.578320000106025,16.57880000032767;;-1.0;;2026-01-19T07:00:00Z;
;;;;-0.2674,36.0218;;7.19;;2024-04-24T01:59:34Z;
;;;;33.2894,118.8755;;44.0;;2021-08-09T11:00:00Z;
;;;;30.286400000000004,120.1556;;55.0;;2021-08-09T11:00:00Z;
;;;;34.6539,119.24130000000001;;42.0;;2021-08-09T11:00:00Z;
;;;;34.844,119.178;;75.0;;2021-08-09T11:00:00Z;
;;;;30.551999999999996,111.4606;;8.0;;2021-08-09T11:00:00Z;
;;;;34.49779999999999,108.8558;;33.0;;2021-08-09T11:00:00Z;
;;;;31.050700000000003,121.7965;;47.0;;2021-08-09T11:00:00Z;
;;;;-30.752442,30.435154;;4.0;;2024-03-12T10:00:00Z;
;;;;48.33111111057804,15.85833333333334;;14.0;;2024-03-04T10:00:00Z;
;;;;42.762499999894025,11.1099999998808;;23.0;;2025-11-14T21:00:00Z;
;;;;35.860351,127.65442899999998;;22.0;;2024-07-11T16:00:00Z;
;;;;21.903277777778005,-102.27611111111001;;15.0;;2026-01-19T09:00:00Z;
;;;;18.070113999749537,-63.081481999774944;;12.3;;2026-01-19T05:00:00Z;
;;;;51.64265599988615,15.127808000193943;;31.1;;2026-01-19T06:00:00Z;
;;;;19.3262,-99.1761;;13.21875;;2025-01-13T23:00:00Z;
;;;;59.92769000012273,10.846550000325356;;5.727947;;2026-01-19T06:00:00Z;
;;;;59.26372500018442,10.411165000316638;;5.763769;;2026-01-19T06:00:00Z;
;;;;43.661600000217156,18.977499999736352;;-1.0;;2024-05-07T14:00:00Z;
;;;;30.592089999999995,34.56133;;11.8;;2024-07-09T05:25:00Z;
;;;;47.38049,8.50299;;37.410167376200356;;2025-01-13T23:00:00Z;
;;;;36.125022,127.096762;;17.0;;2024-07-11T16:00:00Z;
;;;;58.96421999989496,5.727859999684153;;2.344166;;2026-01-19T06:00:00Z;
;;;;39.3521,117.8199;;52.0;;2021-08-09T11:00:00Z;
;;;;52.550937999814884,19.709791000342737;;45.2;;2026-01-19T06:00:00Z;
;;;;31.124400000000005,104.4019;;41.0;;2021-08-09T11:00:00Z;
;;;;43.445399999770245,-7.918100000447186;;4.7;;2026-01-18T18:00:00Z;
;;;;42.8517,74.66322;;36.76785659790039;;2024-03-11T17:00:00Z;
;;;;15.738638477478045,102.4671765670442;;85.375;;2025-01-13T23:00:00Z;
;;;;20.719673888889,-103.35543472222;;59.6598194444444;;2026-01-14T04:00:00Z;
;;;;21.032,105.8515;;92.0;;2024-04-15T09:00:00Z;
;;;;36.607215,-118.05473;;5.0;;2026-01-19T08:00:00Z;
;;;;44.45000000023424,26.12999999974633;;15.753;;2024-07-30T11:00:00Z;
;;;;42.984699,-85.67109700000002;;7.0;;2026-01-19T08:00:00Z;
;;;;13.803587,100.607535;;56.0;;2026-01-19T09:00:00Z;
;;;;51.44276,-2.60125;;29.033928275108337;;2024-09-12T20:00:00Z;
;;;;17.877479999999995,102.728925;;101.0;;2026-01-19T08:00:00Z;
;;;;7.570238000000001,99.58874300000001;;34.0;;2026-01-19T08:00:00Z;
;;;;40.73742886695366,-73.82036241535091;;271.7535743713379;;2024-09-14T23:00:00Z;
;;;;50.4564838488987,30.385107905493253;;55.08422597249349;;2024-03-09T19:00:00Z;
;;;;13.691511,100.61457;;70.0;;2026-01-19T09:00:00Z;
;;;;13.6821364,100.5060513;;74.0;;2026-01-19T09:00:00Z;
;;;;38.656449,-90.198548;;7.0;;2026-01-19T06:00:00Z;
;;;;31.54815,74.34396;;179.0;;2024-04-24T02:03:48Z;
;;;;12.577835,99.953663;;48.0;;2026-01-19T08:00:00Z;
;;;;40.5031581,-89.0181872;;4.761904756228129;;2024-03-09T19:00:00Z;
;;;;49.21528,-122.98555999999999;;18.0;;2026-01-19T08:00:00Z;
;;;;37.55652,-77.40026999999999;;11.0;;2026-01-19T08:00:00Z;
;;;;39.28102,-78.08157;;9.0;;2026-01-19T08:00:00Z;
;;;;41.13,-73.79;;5.330357114473979;;2025-01-13T23:00:00Z;
;;;;5.653842319123899,-0.18587458123045222;;49.09747060139974;;2025-01-13T23:00:00Z;
;;;;38.295,-85.571;;0.4159226215754946;;2024-03-09T19:00:00Z;
;;;;43.058,-89.424;;4.630357185999553;;2024-03-09T19:00:00Z;
;;;;11.7637683,79.7499835;;0.0;;2026-01-10T10:30:00Z;
;;;;18.719434,98.930183;;87.8360112508138;;2024-03-09T19:00:00Z;
;;;;25.539999833333,-100.95;;36.322;;2024-04-23T09:00:00Z;
;;;;-10.79368,-76.292123;;215.1;;2025-12-04T00:05:00Z;
;;;;50.941387115400794,4.436720763636869;;27.8;;2026-01-19T06:00:00Z;
;;;;52.089678000143216,13.174948999933985;;16.0;;2025-02-27T07:00:00Z;
;;;;47.428,-111.327;;0.07142857314708333;;2024-03-09T19:00:00Z;
;;;;47.414436000061414,10.980656999859908;;4.2;;2026-01-19T05:00:00Z;
;;;;52.53950400015818,13.048779000413571;;29.0;;2026-01-19T05:00:00Z;
;;;;42.421389999991035,14.279170000443875;;-1.0;;2026-01-18T10:00:00Z;
;;;;34.0286054,-118.1868189;;0.77;;2024-01-13T09:30:36Z;
